"354170120","£EBA","2024","01","01",8.0,"",2.6,"",3.4,"",7.4,"",95.3,"",1004.9,"",1005.4,"",.2,"",3.2,""
"354170120","£EBA","2024","01","02",8.0,"",4.6,"",2.2,"",7.0,"",97.4,"",1003.5,"",1004.0,"",.6,"",.2,""
"354170120","£EBA","2024","01","03",8.0,"",6.3,"",.1,"",5.8,"",93.5,"",992.7,"",993.2,"",1.9,"",3.0,""
"354170120","£EBA","2024","01","04",7.9,"",6.1,"",-2.3,"",4.6,"",88.3,"",994.6,"",995.1,"",2.6,"",.5,""
"354170120","£EBA","2024","01","05",6.6,"",2.9,"",-3.3,"",3.5,"",73.4,"",1008.8,"",1009.3,"",.0,"",.0,""
"354170120","£EBA","2024","01","06",7.6,"",3.6,"",-1.1,"",3.9,"",68.8,"",1016.0,"",1016.5,"",.0,"",.0,""
"354170120","£EBA","2024","01","07",7.8,"",4.6,"",-3.7,"",3.6,"",75.6,"",1024.9,"",1025.4,"",.0,"",.0,""
"354170120","£EBA","2024","01","08",2.3,"",3.6,"",-5.8,"",3.2,"",79.0,"",1035.3,"",1035.8,"",.0,"",.0,""
"354170120","£EBA","2024","01","09",5.6,"",4.4,"",-3.8,"",4.4,"",90.9,"",1035.5,"",1036.0,"",.0,"",.0,""
"354170120","£EBA","2024","01","10",8.0,"",6.6,"",1.0,"",6.0,"",90.5,"",1030.6,"",1031.1,"",.0,"",.0,""
"354170120","£EBA","2024","01","11",5.1,"",5.4,"",2.7,"",6.2,"",83.4,"",1024.2,"",1024.7,"",.1,"",.0,""
"354170120","£EBA","2024","01","12",6.8,"",5.9,"",2.2,"",5.8,"",80.6,"",1021.7,"",1022.2,"",.0,"",.0,""
"354170120","£EBA","2024","01","13",7.5,"",7.0,"",1.6,"",6.4,"",93.6,"",1006.7,"",1007.2,"",4.7,"",3.1,""
"354170120","£EBA","2024","01","14",7.4,"",7.6,"",2.4,"",6.6,"",90.5,"",993.1,"",993.6,"",.4,"",3.5,""
"354170120","£EBA","2024","01","15",7.5,"",7.9,"",-.6,"",5.5,"",92.1,"",984.2,"",984.7,"",5.6,"",.2,""
"354170120","£EBA","2024","01","16",4.6,"",4.3,"",-5.2,"",2.7,"",65.8,"",1002.4,"",1002.9,"",.0,"",.0,""
"354170120","£EBA","2024","01","17",6.5,"",6.4,"",-2.9,"",4.0,"",80.3,"",996.9,"",997.4,"",.0,"",.0,""
"354170120","£EBA","2024","01","18",6.5,"",4.4,"",-.4,"",4.7,"",78.6,"",992.3,"",992.8,"",.0,"",.1,""
"354170120","£EBA","2024","01","19",6.6,"",7.9,"",-.3,"",5.1,"",85.4,"",1005.6,"",1006.1,"",1.9,"",9.0,""
"354170120","£EBA","2024","01","20",7.3,"",7.8,"",.9,"",6.0,"",91.9,"",1015.0,"",1015.5,"",5.9,"",.0,""
"354170120","£EBA","2024","01","21",7.1,"",6.1,"",1.4,"",5.1,"",76.1,"",1023.1,"",1023.6,"",.0,"",.0,""
"354170120","£EBA","2024","01","22",7.5,"",8.9,"",3.6,"",6.7,"",83.4,"",1005.7,"",1006.2,"",2.1,"",.1,""
"354170120","£EBA","2024","01","23",6.5,"",11.4,"",4.1,"",7.2,"",88.4,"",1009.5,"",1010.0,"",.8,"",7.0,""
"354170120","£EBA","2024","01","24",7.4,"",13.1,"",5.0,"",7.7,"",88.8,"",1000.5,"",1000.9,"",.8,"",1.0,""
"354170120","£EBA","2024","01","25",6.5,"",6.4,"",3.6,"",6.9,"",87.3,"",1011.3,"",1011.8,"",.6,"",.0,""
"354170120","£EBA","2024","01","26",7.5,"",5.4,"",3.2,"",6.9,"",89.0,"",1016.2,"",1016.7,"",3.7,"",4.8,""
"354170120","£EBA","2024","01","27",6.5,"",7.3,"",3.9,"",7.1,"",88.9,"",1021.2,"",1021.7,"",.3,"",.0,""
"354170120","£EBA","2024","01","28",5.4,"",5.3,"",3.5,"",7.1,"",90.1,"",1033.3,"",1033.8,"",.0,"",.0,""
"354170120","£EBA","2024","01","29",4.0,"",5.8,"",3.7,"",5.8,"",73.3,"",1029.3,"",1029.8,"",.0,"",.0,""
"354170120","£EBA","2024","01","30",6.4,"",3.3,"",2.9,"",6.1,"",80.6,"",1026.6,"",1027.1,"",.0,"",.0,""
"354170120","£EBA","2024","01","31",7.0,"",9.1,"",4.2,"",7.3,"",88.4,"",1023.0,"",1023.5,"",.2,"",1.1,""
"354170120","£EBA","2024","02","01",4.0,"",12.1,"",4.0,"",6.8,"",84.0,"",1013.2,"",1013.7,"",.0,"",.0,""
"354170120","£EBA","2024","02","02",7.5,"",9.6,"",3.9,"",7.4,"",91.6,"",1014.5,"",1015.0,"",2.7,"",.1,""
"354170120","£EBA","2024","02","03",5.8,"",15.1,"",6.2,"",8.7,"",92.5,"",1006.5,"",1007.0,"",.0,"",.0,""
"354170120","£EBA","2024","02","04",7.9,"",13.3,"",4.8,"",7.6,"",88.4,"",1003.3,"",1003.8,"",.0,"",2.0,""
"354170120","£EBA","2024","02","05",7.3,"",9.1,"",4.1,"",7.2,"",88.4,"",1000.5,"",1001.0,"",.0,"",10.2,""
"354170120","£EBA","2024","02","06",8.0,"",8.8,"",4.1,"",8.1,"",96.6,"",995.1,"",995.6,"",18.5,"",1.2,""
"354170120","£EBA","2024","02","07",7.1,"",7.3,"",2.2,"",6.3,"",87.3,"",993.8,"",994.2,"",.2,"",1.0,""
"354170120","£EBA","2024","02","08",5.5,"",5.4,"",.5,"",5.4,"",85.0,"",1000.4,"",1000.9,"",.0,"",1.4,""
"354170120","£EBA","2024","02","09",6.5,"",4.0,"",-.5,"",5.5,"",92.6,"",999.0,"",999.5,"",.1,"",1.3,""
"354170120","£EBA","2024","02","10",8.0,"",3.9,"",1.5,"",6.5,"",95.4,"",996.4,"",996.9,"",1.8,"",.5,""
"354170120","£EBA","2024","02","11",8.0,"",4.6,"",3.2,"",7.5,"",97.4,"",996.4,"",996.9,"",.1,"",1.8,""
"354170120","£EBA","2024","02","12",8.0,"",3.5,"",4.1,"",8.1,"",98.6,"",995.7,"",996.2,"",3.3,"",3.7,""
"354170120","£EBA","2024","02","13",7.5,"",6.8,"",3.7,"",7.4,"",93.6,"",1011.0,"",1011.5,"",.0,"",1.0,""
"354170120","£EBA","2024","02","14",7.1,"",3.9,"",4.9,"",7.6,"",88.3,"",1017.8,"",1018.3,"",.6,"",.8,""
"354170120","£EBA","2024","02","15",8.0,"",3.1,"",7.7,"",10.4,"",98.0,"",1016.8,"",1017.3,"",.1,"",.0,""
"354170120","£EBA","2024","02","16",6.0,"",6.0,"",11.5,"",11.4,"",84.9,"",1013.8,"",1014.3,"",.0,"",1.2,""
